brand,model,first_registration,kilometers,engine,transmission

Volkswagen,Golf Plus Comfortline 1.6 TDI...,2010,201000,diesel,avtomatski

Volkswagen,Touran 2.0 TDI - 1 LETNO JAMS...,2009,179000,diesel,ročni

Volkswagen,Golf 2.0 GTI BMT,2013,,bencinski,ročni

Volkswagen,Golf VW GOLF 1.9 TDI AVTOM.ME...,2009,289000,diesel,avtomatski

Volkswagen,Passat Variant 1.9 TDI,2001,290000,diesel,ročni

Volkswagen,Golf 2.0 TDI BMT Highline,2014,,diesel,ročni

Volkswagen,Golf Variant 1.6 TDI BMT High...,2016,131739,diesel,ročni

Volkswagen,Passat Variant 4motion 2.0 TD...,2012,235285,diesel,ročni

Volkswagen,Passat Variant 1.6 TDI BMT Co...,2015,157000,diesel,avtomatski

Volkswagen,Golf 1.2 TSI-SLOVENSKI-1.LAST...,2010,199900,bencinski,ročni

Volkswagen,Golf 2.0 TDI BMT Highline DSG...,2013,169000,diesel,avtomatski

Volkswagen,Golf Comfortline 2.0 SDI,2004,231843,diesel,ročni

Volkswagen,Tiguan 2.0 TDI 4motion Trend ...,2008,191100,diesel,ročni

Volkswagen,Scirocco 2.0 TDI SPORT ,2010,184900,diesel,ročni

Volkswagen,Polo 1.4,2005,191000,bencinski,ročni

Volkswagen,Passat Variant 1.9 TDI Comfor...,2004,313000,diesel,ročni

Volkswagen,Transporter 4M Krpan garancij...,2016,173300,diesel,ročni

Volkswagen,Touran 2.0 TDI BMT Highline H...,2016,171461,diesel,ročni

Volkswagen,Passat 2.0 TDI DPF Highline C...,2008,270000,diesel,ročni

Volkswagen,Passat Variant 1.9 TDI Bluemo...,2008,320000,diesel,ročni

Volkswagen,Golf 1.6 TDi 1-LASTNIK.NAVI.T...,2016,133000,diesel,ročni

Volkswagen,Passat Variant 4motion 2.0 TD...,2015,179155,diesel,ročni

Volkswagen,Transporter T5 Kombi  7+1  2....,2012,193080,diesel,ročni

Volkswagen,Passat Variant 2.0 TDI BMT Co...,2016,115350,diesel,avtomatski

Volkswagen,Polo 1.9 SDI.klima.1.lastnik....,2003,297000,diesel,ročni

Volkswagen,Golf 1.6 TDI BMT Comfortline ...,2013,172291,diesel,ročni

Volkswagen,Golf 1.8i ,1995,45000,bencinski,ročni

Volkswagen,Tiguan 4motion 2.0 TDI BMT R-...,2018,53245,diesel,avtomatski

Volkswagen,Golf Basis 1.9 SDI,2002,,diesel,ročni

Volkswagen,Passat Variant 1.6 TDI BMT Co...,2012,220334,diesel,ročni

Volkswagen,Touran 1.6 TDI BlueMotion Tec...,2015,188400,diesel,ročni

Volkswagen,Touareg 2.5 R5 TDI DPF Tiptro...,2008,380000,diesel,avtomatski

Volkswagen,Tiguan New 2.0 TDi 150 Comfor...,2016,135556,diesel,ročni

Volkswagen,Passat CC Rline,2016,63500,diesel,avtomatski

Volkswagen,Polo Variant 1.6 Trendline,2000,179720,bencinski,ročni

Volkswagen,Tiguan 2.0 TDI BMT Sport Styl...,2015,141000,diesel,ročni

Volkswagen,Passat Variant 2.0 TDI DPF Sp...,2006,340000,diesel,ročni

Volkswagen,Passat Alltrack 4motion 2.0 T...,2016,147000,diesel,avtomatski

Volkswagen,Passat CC 2.0 TDI DPF,2009,254000,diesel,ročni

Volkswagen,Golf Plus Highline 1.6 TDI,2010,204700,diesel,ročni

Volkswagen,Touran 2.0 TDI LIFE DSG,2013,143428,diesel,avtomatski

Volkswagen,Passat 1.6 TDI-1.Lastnik-Bi-X...,2015,119721,diesel,ročni

Volkswagen,Touareg 3.0 TDI R-line. Panor...,2018,42928,diesel,avtomatski

Volkswagen,Golf 1.6 TDI BMT Comfortline,2019,16207,diesel,ročni

Volkswagen,Golf Variant 1.6 TDI BMT Comf...,2015,149644,diesel,ročni

Volkswagen,Golf 2.0 GTD BMT DSG,2014,171500,diesel,avtomatski

Volkswagen,Passat 2.0 TDI DSG-High-1.Las...,2016,149765,diesel,polavtomatski

Volkswagen,Touran 1.6 TDI Trendline...OD...,2011,235000,diesel,ročni

Volkswagen,Golf 1.6 TDI BMT Highline,2013,153557,diesel,ročni

Volkswagen,Golf Variant 2.0 TDI BMT 40 l...,2015,123000,diesel,ročni

Volkswagen,Golf Variant 4motion 1.6 TDI ...,2014,162590,diesel,ročni

Volkswagen,Passat Variant 4motion 2.0 TD...,2016,139253,diesel,ročni

Volkswagen,Passat Variant 2.0 TDI BMT Co...,2015,98099,diesel,ročni

Volkswagen,Passat Variant 2.0 TDI BMT Hi...,2016,121572,diesel,avtomatski

Volkswagen,Passat Variant 2.0 TDI BMT Hi...,2012,199870,diesel,avtomatski

Volkswagen,Sharan 2.0 TDI BlueMotion Tec...,2011,255000,diesel,avtomatski

Volkswagen,Polo Comfortline 1.4 16V,2000,230000,bencinski,ročni

Volkswagen,Passat Variant 4motion 2.0 TD...,2015,205000,diesel,ročni

Volkswagen,Passat Variant 2.0 TDI BMT Co...,2018,34560,diesel,ročni

Volkswagen,Touran 1.6 TDI BMT Comfortlin...,2017,56688,diesel,ročni

Volkswagen,Golf TeamHigh. 2.0 TDI.1.last...,2010,100000,diesel,ročni

Volkswagen,T-Cross 1.0 TSI STYLE,2019,2380,bencinski,ročni

Volkswagen,Phaeton 3.0 V6 TDI 4MOTION Ti...,2006,400000,diesel,avtomatski

Volkswagen,Passat 2.0 TDI BMT R-Line + X...,2012,119750,diesel,avtomatski

Volkswagen,Passat Variant 2.0 TDI BMT Co...,2016,152400,diesel,ročni

Volkswagen,T-Roc 1.6 TDI BMT Style,2019,5549,diesel,ročni

BMW,serija 2: 218d Active Tourer Advanta...,2017,33053,diesel,avtomatski

BMW,serija 5: 520d NAVI-PROF. LUXURY LIN...,2016,165435,diesel,avtomatski

BMW,serija 3: 323ci,2001,270000,bencinski,ročni

BMW,serija 3: 318d Touring Sport Line LE...,2016,157000,diesel,ročni

BMW,serija 3: 320d Touring,2009,245000,diesel,ročni

BMW,serija 1: 116d,2010,230000,diesel,ročni

BMW,serija 5: 530d,2012,248776,diesel,avtomatski

BMW,serija X3: xDrive 20d NAVI-ALU-PDC,2015,115000,diesel,ročni

BMW,serija 3: 320d Touring Advantage,2015,169447,diesel,ročni

BMW,serija 2: 218d Active Tourer M Sport...,2016,94527,diesel,avtomatski

BMW,serija 3: 320d ,2013,83347,diesel,ročni

BMW,serija 5: 520d xDrive Avt. M Sport,2018,7300,diesel,avtomatski

BMW,serija 3: 320d Touring,2013,132000,diesel,avtomatski

BMW,serija 3: 320d Avt.-HeadUp-BiXenon-N...,2014,198411,diesel,ročni

BMW,serija 5: 520d,2009,179000,diesel,avtomatski

BMW,serija 5: 520d,2010,234000,diesel,avtomatski

BMW,serija X5: 4.4i Avt. 1.LASTNIK,2001,254282,bencinski,avtomatski

BMW,serija X5: 3.0d DOBRO OHRANJEN,2004,264500,diesel,ročni

BMW,serija 5: 520d Touring Avt. GARANCIJ...,2017,60000,diesel,avtomatski

BMW,serija X5: 3.0d,2004,265000,diesel,ročni

BMW,serija X5: xDrive40e Avt.,2016,67500,hibridni,avtomatski

BMW,serija 5: 525d-USNJENI SEDEI-VNEEN...,2013,220077,diesel,ročni

BMW,serija 5: 520d touring VINJETA-NAVI-...,2013,208543,diesel,ročni

BMW,serija 4: 428i m-sport,2014,180000,bencinski,ročni

BMW,serija 4: 435d xDrive Gran Coupé Lux...,2016,50875,diesel,avtomatski

BMW,serija 3: 320d Touring Advantage M O...,2006,,diesel,avtomatski

BMW,serija 1: 118d AVT.KLIMA-ALU.PLATIÈ...,2005,203000,diesel,ročni

BMW,serija 3: 320d touring,2003,294669,diesel,ročni

BMW,serija 3: 320d Touring,2013,195000,diesel,ročni

BMW,serija 3: 320d,2004,320,diesel,ročni

BMW,serija 5: 520d xDrive Avt.,2014,85000,diesel,avtomatski

BMW,serija 4: 420d xDrive Gran Coupé,2015,112500,diesel,avtomatski

BMW,serija 2: 218d Active Tourer Sport L...,2015,125000,diesel,ročni

BMW,serija 2: 220d Coupé,2015,154000,diesel,avtomatski

BMW,serija 3: 320d touring M OPTIK..SERV...,2005,378000,diesel,ročni

BMW,serija 5: 520d-AUT-XENON-NAVI-PDC-KR...,2013,238000,diesel,avtomatski

BMW,serija 5: 520d AVT..SLO..1.LASTNIK.....,2013,136000,diesel,avtomatski

BMW,serija 5: 530d avt.+VELIKA NAVI+ALU1...,2004,355000,diesel,avtomatski

BMW,serija 5: 525d,2005,259366,diesel,avtomatski

BMW,serija 3: 325d Cabrio BiXenon Gretje...,2008,187500,diesel,avtomatski

BMW,serija 4: 418d Gran Coupé-POLOG 2780...,2015,167523,diesel,avtomatski

BMW,serija 3: 316i,2001,238000,bencinski,ročni

BMW,serija 1: 116d,2017,40000,diesel,ročni

BMW,serija X6: xDrive30d Avt.,2009,,diesel,avtomatski

BMW,serija 3: 318d Touring spotr,2014,178000,diesel,avtomatski

BMW,serija 3: 320d Touring ,2008,255000,diesel,ročni

BMW,serija 2: 218d Active Tourer Advanta...,2016,113190,diesel,ročni

BMW,serija 5: 525XD-4X4-AUT-NAVI-F1-POLO...,2014,213000,diesel,avtomatski

BMW,serija 2: 218d Active Tourer Advanta...,2017,33053,diesel,avtomatski

BMW,serija 5: 520d NAVI-PROF. LUXURY LIN...,2016,165435,diesel,avtomatski

BMW,serija 3: 323ci,2001,270000,bencinski,ročni

BMW,serija 3: 318d Touring Sport Line LE...,2016,157000,diesel,ročni

BMW,serija 3: 320d Touring,2009,245000,diesel,ročni

BMW,serija 1: 116d,2010,230000,diesel,ročni

BMW,serija 5: 530d,2012,248776,diesel,avtomatski

BMW,serija X3: xDrive 20d NAVI-ALU-PDC,2015,115000,diesel,ročni

BMW,serija 3: 320d Touring Advantage,2015,169447,diesel,ročni

BMW,serija 2: 218d Active Tourer M Sport...,2016,94527,diesel,avtomatski

BMW,serija 3: 320d ,2013,83347,diesel,ročni

BMW,serija 5: 520d xDrive Avt. M Sport,2018,7300,diesel,avtomatski

BMW,serija 3: 320d Touring,2013,132000,diesel,avtomatski

BMW,serija 3: 320d Avt.-HeadUp-BiXenon-N...,2014,198411,diesel,ročni

BMW,serija 5: 520d,2009,179000,diesel,avtomatski

BMW,serija 5: 520d,2010,234000,diesel,avtomatski

BMW,serija X5: 4.4i Avt. 1.LASTNIK,2001,254282,bencinski,avtomatski

BMW,serija X5: 3.0d DOBRO OHRANJEN,2004,264500,diesel,ročni

BMW,serija 5: 520d Touring Avt. GARANCIJ...,2017,60000,diesel,avtomatski

BMW,serija X5: 3.0d,2004,265000,diesel,ročni

BMW,serija X5: xDrive40e Avt.,2016,67500,hibridni,avtomatski

BMW,serija 5: 525d-USNJENI SEDEI-VNEEN...,2013,220077,diesel,ročni

BMW,serija 5: 520d touring VINJETA-NAVI-...,2013,208543,diesel,ročni

BMW,serija 4: 428i m-sport,2014,180000,bencinski,ročni

BMW,serija 4: 435d xDrive Gran Coupé Lux...,2016,50875,diesel,avtomatski

BMW,serija 3: 320d Touring Advantage M O...,2006,,diesel,avtomatski

BMW,serija 1: 118d AVT.KLIMA-ALU.PLATIÈ...,2005,203000,diesel,ročni

BMW,serija 3: 320d touring,2003,294669,diesel,ročni

BMW,serija 3: 320d Touring,2013,195000,diesel,ročni

BMW,serija 3: 320d,2004,320,diesel,ročni

BMW,serija 5: 520d xDrive Avt.,2014,85000,diesel,avtomatski

BMW,serija 4: 420d xDrive Gran Coupé,2015,112500,diesel,avtomatski

BMW,serija 2: 218d Active Tourer Sport L...,2015,125000,diesel,ročni

BMW,serija 2: 220d Coupé,2015,154000,diesel,avtomatski

BMW,serija 3: 320d touring M OPTIK..SERV...,2005,378000,diesel,ročni

BMW,serija 5: 520d-AUT-XENON-NAVI-PDC-KR...,2013,238000,diesel,avtomatski

BMW,serija 5: 520d AVT..SLO..1.LASTNIK.....,2013,136000,diesel,avtomatski

BMW,serija 5: 530d avt.+VELIKA NAVI+ALU1...,2004,355000,diesel,avtomatski

BMW,serija 5: 525d,2005,259366,diesel,avtomatski

BMW,serija 3: 325d Cabrio BiXenon Gretje...,2008,187500,diesel,avtomatski

BMW,serija 4: 418d Gran Coupé-POLOG 2780...,2015,167523,diesel,avtomatski

BMW,serija 3: 316i,2001,238000,bencinski,ročni

BMW,serija 1: 116d,2017,40000,diesel,ročni

BMW,serija X6: xDrive30d Avt.,2009,,diesel,avtomatski

BMW,serija 3: 318d Touring spotr,2014,178000,diesel,avtomatski

BMW,serija 3: 320d Touring ,2008,255000,diesel,ročni

BMW,serija 2: 218d Active Tourer Advanta...,2016,113190,diesel,ročni

BMW,serija 5: 525XD-4X4-AUT-NAVI-F1-POLO...,2014,213000,diesel,avtomatski

BMW,serija 3: 318d,2014,82500,diesel,avtomatski

BMW,serija 5: 525d NAVI PROFESSIONAL MOZ...,2009,253000,diesel,avtomatski

BMW,serija 1: 116d Sport line,2012,184000,diesel,avtomatski

BMW,serija 3: 318d-110000KM-2XPDC-DIG.KL...,2012,110000,diesel,ročni

BMW,serija 7: 740dA x-Drive RADAR Night ...,2016,112200,diesel,avtomatski

BMW,serija 5: 525d xDrive touring Avt.,2012,297000,diesel,avtomatski

BMW,serija X1: sDrive18d,2010,260000,diesel,avtomatski

BMW,serija 5: 525d Avt. Individual,2005,361555,diesel,avtomatski

BMW,serija 1: 116d EfficientDynamics Edi...,2012,190000,diesel,ročni

BMW,serija 5: 520dTA x-Drive M-Optik NAV...,2016,163300,diesel,avtomatski

BMW,serija 5: 545i V8 ,2005,331000,bencinski,avtomatski

BMW,serija 3: 320d m-optic-19 col.-xenon...,2009,228000,diesel,ročni

BMW,serija 3: 320d SPORT AVTOMATIK BI-XE...,2014,215000,diesel,avtomatski

BMW,serija 3: 325d Touring M Sport-FULL ...,2017,109000,diesel,avtomatski

BMW,serija 5: 520d touring-M OPTIK-BIXEN...,2011,215600,diesel,ročni

BMW,serija X1: sDrive20d-PDC-ALU-NAVI-LE...,2013,196250,diesel,ročni

BMW,serija 1: 116d,2012,97000,diesel,ročni

BMW,serija 3: 320d Coupé M PAKET ZUNANJI...,2011,169000,diesel,ročni

BMW,serija 5: 530d xDrive-XENON-VELIKA N...,2008,267000,diesel,avtomatski

BMW,serija 2: 218d Active Tourer Advanta...,2016,67000,diesel,ročni

BMW,serija 3: 320Ci,2001,241866,bencinski,ročni

BMW,serija 3: 320d Touring,2014,155785,diesel,avtomatski

BMW,serija 5: 520d-179.000km-NAVI-USNJE-...,2011,179000,diesel,ročni

BMW,serija 3: 330xd,2005,266300,diesel,ročni

BMW,serija 3: 318i,1997,337000,LPG,ročni

BMW,serija 5: 520d-XENON-NAVI-STR OKNO-P...,2007,269000,diesel,ročni

BMW,serija 4: 418d Gran Coupé M Sport,2015,165000,diesel,avtomatski

BMW,serija 1: 116d Navi BT Park LED ,2015,150294,diesel,ročni

BMW,serija X6: xDrive35d Avt.F1-SLO-BE ...,2010,158000,diesel,avtomatski

BMW,serija 3: 320d,2002,289000,diesel,ročni

BMW,serija 3: 320XD BIXENON PANORAMA NAV...,2010,245000,diesel,ročni

BMW,serija 3: 320XD-4X4-NAVI-POLOG 2200...,2013,198000,diesel,ročni

BMW,serija 5: 520d touring,2011,270000,diesel,ročni

BMW,serija X3: xDrive 20d Xline Navi HUD,2015,61950,diesel,avtomatski

BMW,serija 3: 316d Touring-SAMO 115.000K...,2013,115000,diesel,ročni

BMW,serija 5: 525D BI-XENON-NAVI-PDC-178...,2007,178000,diesel,ročni

BMW,serija X3: xDrive 20d M Sport,2016,119000,diesel,avtomatski

BMW,serija 5: 520d xDrive Touring Avt.,2018,52000,diesel,avtomatski

BMW,serija 3: 320d Facelift M optik,2006,233000,diesel,ročni

BMW,serija 4: 420i Cabrio M Sport,2017,30000,bencinski,avtomatski

BMW,serija X3: 3.0i,2004,167000,bencinski,avtomatski

BMW,serija 3: 335d xDrive Touring M Spor...,2015,124000,diesel,avtomatski

BMW,M4 Coupé DKG Preformance,2014,55000,bencinski,avtomatski

BMW,serija 5: 520d touring M optik,2010,270000,diesel,ročni

BMW,serija X3: 2.0d xenon pdc,2005,258000,diesel,ročni

BMW,serija 4: 420d Coupé Modern line,2015,145000,diesel,avtomatski

BMW,serija X5: 30XD-PANORAMA-HLAJENJE SE...,2008,257000,diesel,avtomatski

BMW,serija 3: 320d Touring..menjava,2014,179000,diesel,ročni

BMW,serija 3: 318d-NAVIGACIJA-POLOG 1600...,2009,247000,diesel,ročni

BMW,serija 5: 520D M-PAKET-KAMERA-BI-XEN...,2011,267000,diesel,avtomatski

BMW,serija 2: 218d Gran Tourer Sport Lin...,2015,138500,diesel,avtomatski

BMW,serija 1: 116d Vzdrevan. Odlično oh...,2015,131651,diesel,ročni

BMW,serija 1: 116d SPORT-DIG.KLIMA-GR.SE...,2012,189000,diesel,ročni

BMW,serija 3: 318d-ODLIÈEN-BREZ POLOGA D...,2004,267000,diesel,ročni

BMW,serija 3: 320d,2009,300000,diesel,ročni

BMW,serija 3: 318d Touring M Sport,2017,52000,diesel,avtomatski

BMW,serija 3: 318d Touring,2014,145500,diesel,ročni

BMW,serija 3: 320D-M-OPTIC-20COL-NAVI-PD...,2014,148000,diesel,avtomatski

BMW,serija 3: 320D XDRIVE -MODEREN-LINE ...,2014,217000,diesel,avtomatski

BMW,serija 3: 320d ,2007,250000,diesel,ročni

BMW,serija 5: 520d touring xsenon vel na...,2011,289876,diesel,avtomatski

BMW,serija 3: 320d ODLIÈEN,1998,308000,diesel,ročni

BMW,serija 3: 318d Touring°BIXENON°NAVI°...,2013,175489,diesel,ročni

BMW,serija X3: xDrive20d Avt. Sport kame...,2010,241000,diesel,avtomatski

BMW,serija 3: 318i Touring,1996,300000,bencinski,ročni

BMW,serija 5: 525d touring-XENON-SPORT P...,2006,460000,diesel,ročni

BMW,serija 3: 318d Touring,2007,264000,diesel,ročni

BMW,serija 3: 318d Touring Avt,2012,191000,diesel,avtomatski

BMW,serija 3: 320d modern line,2012,178000,diesel,ročni

BMW,serija 3: 320d xDrive Gran Turismo M...,2014,149000,diesel,avtomatski

BMW,serija 4: 420d Aut x-Drive Gran Coup...,2016,155700,diesel,avtomatski

BMW,serija 1: 120d M OPTIC,2008,197000,diesel,ročni

BMW,serija 3: 318d SPORT LINE,2014,128000,diesel,ročni

BMW,serija 3: 318d,2008,208000,diesel,ročni

BMW,serija 3: 320dA x-Drive Gran Turismo...,2015,150500,diesel,ročni

BMW,serija 3: 325Ci,2007,133000,bencinski,avtomatski

BMW,serija 3: 316d Touring CHIP tuning L...,2013,215600,diesel,ročni

BMW,serija 2: 216d Active Tourer Advanta...,2015,128460,diesel,ročni

BMW,serija 5: 520D XDRIVE PRAVKAR ZAMENJ...,2015,239000,diesel,avtomatski

BMW,serija 1: 118D-VELIKA NAVI-PDC-BREZ ...,2009,163000,diesel,ročni

BMW,serija X5: xDrive40d M-PAKET FULL LE...,2014,142000,diesel,avtomatski

BMW,serija 3: 320d Touring MODERN Line L...,2013,164000,diesel,ročni

BMW,serija X4: M40i Avt.,2017,66000,bencinski,avtomatski

BMW,serija 5: 535d Avt.-NAVI-M PORTNI V...,2011,261012,diesel,avtomatski

BMW,serija 5: 530xd,2007,240000,diesel,avtomatski

BMW,i3 AVT. KAMERA-NAVI PROF.-1 LETO GAR...,2015,28000,elektro,avtomatski

BMW,serija 3: 318d xDrive Touring BIXENO...,2014,135000,diesel,ročni

BMW,serija 5: 528i|| SLO.POREKLO+1.LASTN...,2011,,bencinski,ročni

BMW,serija 7: 730d-AUT-4X4-LASER-ACC-NAV...,2016,99000,diesel,avtomatski

BMW,serija X6: 40XD-M PAKET-1 LASTNIK-SL...,2016,99000,diesel,avtomatski

BMW,serija 4: 420d CABRIO SPORT KAMERA 3...,2014,169000,diesel,ročni

BMW,serija 3: 316D-NAVI-PDC-TEMPOMAT-BRE...,2015,200000,diesel,ročni

BMW,serija 2: 216d Active Tourer-1 LETO ...,2015,172000,diesel,avtomatski

BMW,serija 1: 118d-XENON-SPORT PAKET-POL...,2009,259000,diesel,ročni

BMW,serija 7: 730d Avt.,2006,380000,diesel,avtomatski

BMW,serija 5: 520i,2004,226763,bencinski,ročni

BMW,serija 3: 316i Compact,1997,200000,bencinski,ročni

BMW,serija 1: 118d,2006,,diesel,ročni

BMW,serija 1: 118D-TEMPOMAT-GRETJE SED.-...,2009,206000,diesel,ročni

BMW,serija X1: xDrive18d,2014,104000,diesel,avtomatski

BMW,serija 3: 318d GT Gran Turismo Avt. ...,2013,171499,diesel,avtomatski

BMW,serija 2: 216d GRAN TOURERLED7SEDE...,2016,136083,diesel,ročni

BMW,serija 1: 120d,2008,285000,diesel,ročni

BMW,serija 5: ,2000,352000,bencinski,ročni

BMW,serija 5: 525d touring AUT. LED. NAV...,2013,184000,diesel,avtomatski

BMW,serija 3: 320d xDrive Touring,2014,175000,diesel,avtomatski

BMW,serija 1: 116d SLOVENSKI BiXenon PDC,2011,159000,diesel,ročni

BMW,serija 3: 318d Shadow Sport line. He...,2014,198000,diesel,ročni

BMW,serija 3: 320d Touring,2015,149000,diesel,ročni

BMW,serija X5: xDrive40d Avt. M Optic,2011,222700,diesel,avtomatski

BMW,serija 3: 335Ci - SLO ,2007,155000,bencinski,ročni

BMW,serija 3: 320Cd,2004,311000,diesel,avtomatski

BMW,serija 3: LED-NAVIGACIJA-GRETJE SEDE...,2012,160581,diesel,ročni

BMW,serija 5: 525d-AUT-NAVI-XENON-USNJE-...,2014,268000,diesel,avtomatski

BMW,serija 1: 118d,2007,269000,diesel,ročni

BMW,serija 3: 320d xDrive V RUÈUN lahko ...,2014,205600,diesel,ročni

BMW,serija X3: xDrive 20d xLine Avt. LED...,2019,23480,diesel,avtomatski

BMW,serija 3: 320d Touring M Sport-FACEL...,2016,134208,diesel,avtomatski

BMW,serija 5: 520d touring,2008,298000,diesel,ročni

BMW,serija 3: 320d xDrive-NAVI-PDC-,2016,199542,diesel,ročni

BMW,serija 3: 318d Touring-FULL LED-NAVI...,2015,194829,diesel,ročni

BMW,serija 1: 120d - V PRIHODU - XENON -...,2005,198989,diesel,ročni

BMW,serija 5: 530i Avt. M sport,2001,197450,bencinski,avtomatski

BMW,serija 3: 316d,2013,93400,diesel,ročni

BMW,serija 3: 320d,2008,175000,diesel,ročni

BMW,serija 5: 520d Panorama Navi Usnje z...,2011,216000,diesel,ročni

BMW,serija X6: xDrive 30d M Sport Avt.-P...,2015,176712,diesel,avtomatski

BMW,serija 7: 730XD-M-PAKET-HEAD UP-KAME...,2018,17000,diesel,avtomatski

BMW,serija 5: 520d-XENON-NAVI-POLOG 1800...,2008,274000,diesel,ročni

BMW,serija 7: 730d Avt.,2002,400000,diesel,avtomatski

BMW,serija 6: 640d Coupé Avt.,2012,179604,diesel,avtomatski

BMW,serija 3: 320d Touring M-optic,2007,268000,diesel,ročni

BMW,serija 3: 318d touring SPORT SEDEZI ...,2002,350000,diesel,ročni

BMW,serija 3: 320d Touring,2008,227500,diesel,ročni

BMW,serija 5: 525d touring,2008,230000,diesel,ročni

BMW,serija 3: 320d IBEDAH GRETJE SEDEE...,2001,198919,diesel,avtomatski

BMW,serija 1: 116d+SLO.POREKLO+1.LASTNIC...,2010,215000,diesel,ročni

BMW,serija 5: 535i ,2010,173000,bencinski,avtomatski

BMW,serija 3: 320d Touring-PDC-ALU-TEMPO...,2005,264058,diesel,ročni

BMW,serija 3: 318d Touring Advantage-17C...,2016,70375,diesel,avtomatski

BMW,serija 3: 318d Touring,2007,340000,diesel,ročni

BMW,serija 5: 520d-M PAKET-PANORAMA-EDIT...,2010,328000,diesel,avtomatski

BMW,serija 3: 320d Touring M sport ,2013,219000,diesel,avtomatski

BMW,serija 5: 530d touring,1999,541000,diesel,ročni

BMW,serija 3: M3 IZGLED VOZILA-ALCANTARA...,2014,199273,diesel,ročni

BMW,serija 3: 320d-130KW-XDRIVE-NAVI-STR...,2009,250000,diesel,ročni

BMW,serija 3: 318d-NAVI-STR OKNO-POLOG 9...,2010,235000,diesel,ročni

BMW,serija 5: 525d-AUT-1 LASTNIK-BI XENO...,2011,268000,diesel,avtomatski

BMW,serija 3: 328i-xDrive-Xenon-Navi-Gre...,2012,127039,bencinski,avtomatski

BMW,serija 7: 730d xDrive. M. Laser,2019,2400,diesel,avtomatski

BMW,serija X3: xDrive 20d avt. X-line,2014,164500,diesel,avtomatski

BMW,serija 1: 118D-NAVI-TEMPOMAT-PDC-BRE...,2009,188000,diesel,ročni

BMW,serija 3: 323Ci,1999,270000,bencinski,ročni

BMW,serija 5: 525d touring,2009,299000,diesel,avtomatski

BMW,serija 5: ,2011,240000,diesel,avtomatski

BMW,serija 3: 320d .Face lift.Panorama.X...,2010,254000,diesel,avtomatski

BMW,serija 3: 318d,2012,190000,diesel,ročni

BMW,serija 5: 530,2003,330000,diesel,avtomatski

BMW,serija 5: 520i,2004,245000,bencinski,avtomatski

BMW,serija 1: 120d-PDC-XENON-TEMPOMAT-,2009,212000,diesel,ročni

BMW,serija 5: 520d  ....SAMO 19236KM...K...,2017,19236,diesel,avtomatski

BMW,serija 5: 520d-AUT-M OPTIC-XENON-NAV...,2012,208000,diesel,avtomatski

BMW,serija 1: 118d,2010,253000,diesel,ročni

BMW,serija 5: 523i Avt.,1999,,plin,avtomatski

BMW,serija X3: xDrive 20d Bi Xenon,2015,151000,diesel,ročni

BMW,serija 5: 530d touring Avt.,2000,310000,diesel,avtomatski

BMW,serija 5: 520d AVT M-PAKET NAVI-PROF...,2014,125000,diesel,avtomatski

BMW,serija 1: 120d,2009,161000,diesel,ročni

BMW,serija X5: xDrive30d Avt-Msport-Usnj...,2015,179668,diesel,avtomatski

BMW,serija X1: xDrive18d Advantage Avt. ...,2016,178938,diesel,avtomatski

BMW,serija 3: 320d BIXENON NAVIGACIJA PA...,2011,206000,diesel,ročni

BMW,serija 3: ,2002,225000,bencinski,ročni

BMW,serija 5: 520d MOptic. Panorama Bixe...,2011,143000,diesel,ročni

BMW,serija 3: 318d,2004,247230,diesel,ročni

BMW,serija 5: 525d+ODLIÈNO OHRANJEN+,2005,260000,diesel,ročni

BMW,serija X3: xDrive 20d Avt. X-Line NA...,2016,139400,diesel,ročni

BMW,serija 3: 318d-NAVIGACIJA-BREZ POLOG...,2009,259000,diesel,ročni

BMW,serija X1: xDrive18d,2014,64345,diesel,avtomatski

BMW,serija 3: 316i Compact,1996,298500,bencinski,ročni

BMW,serija 1: 118d 1. Lastnik,2005,191500,diesel,ročni

BMW,serija 3: 320d Touring Advantage,2006,271000,diesel,ročni

BMW,serija X1: 2.0d-NAVIGACIJA-POLOG 180...,2010,201000,diesel,ročni

BMW,serija 5: 520d  Avt. SAMO 21570KM......,2017,21570,diesel,avtomatski

BMW,serija 3: 320D-XD-SPORT-LINE-BI-XENO...,2013,196000,diesel,avtomatski

BMW,serija 3: 320d M optic Touring Effic...,2011,157000,diesel,ročni

BMW,M5 xDrive Avt.,2018,22400,bencinski,avtomatski

BMW,serija X4: 20d-XD-M-SPORT-360-KAMERA...,2019,1125,diesel,avtomatski

BMW,serija X5: xDrive25d Avt.,2016,82900,diesel,avtomatski

